input_name,author_name,orcid,work_openalex_id,title,year,venue,doi,cited_by_count,type,openalex_url,counts_by_year,fwci,is_in_top_10_percent
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2969179639,"The Mouse, a Model Organism for Biomedical Research",2019,Elsevier eBooks,https://doi.org/10.1016/b978-0-12-816573-7.00006-7,16,book-chapter,https://openalex.org/W2969179639,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 5}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 6}, {'year': 2020, 'cited_by_count': 1}]",2.2151,True
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2082764392,Identification of an <i><scp>IGSF3</scp></i> mutation in a family with congenital nasolacrimal duct obstruction,2013,Clinical Genetics,https://doi.org/10.1111/cge.12321,15,letter,https://openalex.org/W2082764392,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 6}, {'year': 2019, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 3}, {'year': 2014, 'cited_by_count': 2}]",0.59666803,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2898473876,Slow‐twitch skeletal muscle defects accompany cardiac dysfunction in transgenic mice with a mutation in the myosin regulatory light chain,2018,The FASEB Journal,https://doi.org/10.1096/fj.201801402r,13,article,https://openalex.org/W2898473876,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 4}, {'year': 2017, 'cited_by_count': 1}]",1.3563,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4390976308,"Gatad2b, associated with the neurodevelopmental syndrome GAND, plays a critical role in neurodevelopment and cortical patterning",2024,Translational Psychiatry,https://doi.org/10.1038/s41398-023-02678-x,6,article,https://openalex.org/W4390976308,"[{'year': 2025, 'cited_by_count': 5}, {'year': 2024, 'cited_by_count': 1}]",1.4739,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W3022443218,Long-range cis-regulatory elements controlling GDF6 expression are essential for ear development,2020,Journal of Clinical Investigation,https://doi.org/10.1172/jci136951,18,article,https://openalex.org/W3022443218,"[{'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 2}]",0.9808,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2089941655,Characterization of a Trpc6 Transgenic Mouse Associated with Early Onset FSGS,2014,British Journal of Medicine and Medical Research,https://doi.org/10.9734/bjmmr/2015/12493,7,article,https://openalex.org/W2089941655,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 3}]",0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4283217261,Mutations in <i>MINAR2</i> encoding membrane integral NOTCH2-associated receptor 2 cause deafness in humans and mice,2022,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.2204084119,7,article,https://openalex.org/W4283217261,"[{'year': 2025, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 2}]",0.8709,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4391989046,Genetic heterogeneity in hereditary hearing loss: Potential role of kinociliary protein TOGARAM2,2024,European Journal of Human Genetics,https://doi.org/10.1038/s41431-024-01562-6,6,article,https://openalex.org/W4391989046,"[{'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 3}]",2.2764,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W3083816054,Bromodomain Protein BRD4 Is Essential for Hair Cell Function and Survival,2020,Frontiers in Cell and Developmental Biology,https://doi.org/10.3389/fcell.2020.576654,5,article,https://openalex.org/W3083816054,"[{'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 3}, {'year': 2021, 'cited_by_count': 1}]",0.4143,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W1992478949,Mouse Models of Genomic Syndromes as Tools for Understanding the Basis of Complex Traits: An Example with the Smith-Magenis and the Potocki-Lupski Syndromes,2009,Current Genomics,https://doi.org/10.2174/138920209788488508,14,article,https://openalex.org/W1992478949,"[{'year': 2023, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 2}, {'year': 2014, 'cited_by_count': 1}]",1.1283,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W1990297671,Morphological and molecular analysis of centropagids from the high Andean plateau (Copepoda: Calanoidea),2009,Hydrobiologia,https://doi.org/10.1007/s10750-009-9983-6,11,article,https://openalex.org/W1990297671,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 1}, {'year': 2014, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 2}]",0.876,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2079250975,The methyl binding domain containing protein MBD5 is a transcriptional regulator responsible for 2q23.1 deletion syndrome,2014,Rare Diseases,https://doi.org/10.4161/2167549x.2014.967151,4,article,https://openalex.org/W2079250975,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 2}]",0.4578,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2073576045,Candida albicansNucleoside-Diphosphate Kinase: Purification and Characterization,1995,Archives of Biochemistry and Biophysics,https://doi.org/10.1006/abbi.1995.0025,13,article,https://openalex.org/W2073576045,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 1}]",0.3973,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2118584590,Animal models for human contiguous gene syndromes and other genomic disorders,2004,Genetics and Molecular Biology,https://doi.org/10.1590/s1415-47572004000300001,8,article,https://openalex.org/W2118584590,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 1}]",0.5278,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2944613088,Arnold‐Chiari type 1 malformation in Potocki–Lupski syndrome,2019,American Journal of Medical Genetics Part A,https://doi.org/10.1002/ajmg.a.61187,4,article,https://openalex.org/W2944613088,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 1}]",0.5358,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4385276226,CELL MORPHOLOGY AS A BIOLOGICAL FINGERPRINT FOR DESCRIBING CHONDROCYTE PHENOTYPE UNDER INFLAMMATORY ATTACK,2023,Orthopaedic Proceedings,https://doi.org/10.1302/1358-992x.2023.8.007,1,article,https://openalex.org/W4385276226,"[{'year': 2025, 'cited_by_count': 1}]",0.2564,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2046972298,In Vivoandin VitroPhosphorylation of the α7/PRS1 Subunit ofSaccharomyces cerevisiae20 S Proteasome:In VitroPhosphorylation by Protein Kinase CK2 Is Absolutely Dependent on Polylysine,1998,Archives of Biochemistry and Biophysics,https://doi.org/10.1006/abbi.1997.0466,24,article,https://openalex.org/W2046972298,"[{'year': 2017, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 1}, {'year': 2014, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 1}]",0.7051,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2091183479,Discrimination between Acid and Alkali-Labile Phosphorylated Residues on Immobilon: Phosphorylation Studies of Nucleoside Diphosphate Kinase,1996,Analytical Biochemistry,https://doi.org/10.1006/abio.1996.0449,15,article,https://openalex.org/W2091183479,"[{'year': 2012, 'cited_by_count': 1}]",1.2071,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2108048972,Purification and Characterization of Protein Kinase CK2 fromCandida albicans:Evidence for the Presence of Two Distinct Regulatory Subunits β and β′,1997,Archives of Biochemistry and Biophysics,https://doi.org/10.1006/abbi.1997.9923,8,article,https://openalex.org/W2108048972,"[{'year': 2017, 'cited_by_count': 1}]",0.2397,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2968127680,Introduction to Human Genetics,2019,Elsevier eBooks,https://doi.org/10.1016/b978-0-12-816573-7.00001-8,3,book-chapter,https://openalex.org/W2968127680,"[{'year': 2020, 'cited_by_count': 1}]",0.5799,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2967531649,Tiny Models to Answer Big Questions: The Worm and the Yeast as Tools in Human Genetics Research,2019,Elsevier eBooks,https://doi.org/10.1016/b978-0-12-816573-7.00003-1,2,book-chapter,https://openalex.org/W2967531649,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 1}]",0.3164,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2967153833,CRISPR-Cas Technology as a Tool to Create Animal Models for Biomedical Research,2019,Elsevier eBooks,https://doi.org/10.1016/b978-0-12-816573-7.00007-9,1,book-chapter,https://openalex.org/W2967153833,"[{'year': 2023, 'cited_by_count': 1}]",0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W601504666,FESTIGKEITSENTWICKLUNG VON BETON BIS ZUM ALTER VON 30 UND 50 JAHREN,1977,,,1,article,https://openalex.org/W601504666,"[{'year': 2012, 'cited_by_count': 1}]",0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2142107774,Genes in a Refined Smith-Magenis Syndrome Critical Deletion Interval on Chromosome 17p11.2 and the Syntenic Region of the Mouse,2002,Genome Research,https://doi.org/10.1101/gr.73702,113,article,https://openalex.org/W2142107774,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 5}, {'year': 2019, 'cited_by_count': 2}, {'year': 2018, 'cited_by_count': 2}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 6}, {'year': 2015, 'cited_by_count': 2}, {'year': 2014, 'cited_by_count': 3}, {'year': 2013, 'cited_by_count': 4}]",,
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W1973085823,Genomic Disorders: Genome Architecture Results in Susceptibility to DNA Rearrangements Causing Common Human Traits,2003,Cold Spring Harbor Symposia on Quantitative Biology,https://doi.org/10.1101/sqb.2003.68.445,31,review,https://openalex.org/W1973085823,"[{'year': 2020, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 2}, {'year': 2014, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 2}]",,
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2010510220,"cDNA cloning, biochemical and phylogenetic characterization of β‐ and β′‐subunits of <i>Candida albicans</i> protein kinase CK2",2003,Yeast,https://doi.org/10.1002/yea.977,3,article,https://openalex.org/W2010510220,[],0.3193,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2023681089,Der Einsatz der Liposuktion zum „body contouring” in der Gynäkologie,2001,Zentralblatt für Gynäkologie,https://doi.org/10.1055/s-2001-12513,3,article,https://openalex.org/W2023681089,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2079594863,Morphology of fallopian tubes removed from a patient after failure of clip sterilization,1980,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf02108267,2,article,https://openalex.org/W2079594863,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4389462211,Sord deficient rats develop a motor-predominant peripheral neuropathy unveiling novel pathophysiological insights,2023,,https://doi.org/10.1101/2023.12.05.570001,2,preprint,https://openalex.org/W4389462211,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}]",,
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2490748560,Schneidet die sofortige Rekonstruktion nach Mastektomie in ihren Ergebnissen schlechter ab als die sekundäre?,1991,,https://doi.org/10.1007/978-3-642-76124-9_201,1,book-chapter,https://openalex.org/W2490748560,[],2.1294,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W63067541,Endocervikale Erscheinungsform der vaginalen Adenosis,1978,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf02570573,1,article,https://openalex.org/W63067541,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W1992234090,"60 LH, FSH, E2 serum-levels during therapy with tamoxifen for metastative breast cancer",1983,Journal of Steroid Biochemistry,https://doi.org/10.1016/0022-4731(83)91560-1,0,article,https://openalex.org/W1992234090,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2000403838,Katamnestische psychometrische Untersuchungen nach Hysterektomie in graviditate,1981,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf02429492,0,article,https://openalex.org/W2000403838,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2026102602,Die primäre Mammarekonstruktion im onkologischen Gesamttherapiekonzept beim Mammakarzinom,1987,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf01783129,0,article,https://openalex.org/W2026102602,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2032974743,Die beiderseitige subkutane Mastektomie mit plastischer Rekonstruktion der Mamma vom lateralen Zugang nach Dufourmentel und Mouly,1977,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf00679582,0,article,https://openalex.org/W2032974743,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2060012759,Die Anwendbarkeit temporärer Gewebeexpander bei der Brustaufbauplastik,1985,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf02430090,0,article,https://openalex.org/W2060012759,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2064592695,Die Frau über 40 mit dem Anliegen plastisch-operativer Brustkorrektur: Wieviel Verständnis findet sie dafür?,1993,,https://doi.org/10.1007/978-3-642-77857-5_209,0,book-chapter,https://openalex.org/W2064592695,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2076665216,Tumoröse Veränderungen an der Vulva bei Kindern und Jugendichen,1989,,https://doi.org/10.1007/978-3-642-74784-7_263,0,book-chapter,https://openalex.org/W2076665216,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2323402369,Long-term Psychopathology Following Severe Burns in Early Childhood,2001,Journal of Burn Care & Rehabilitation,https://doi.org/10.1097/00004630-200103002-00098,0,article,https://openalex.org/W2323402369,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2409805718,Gerinnung,1979,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf02427529,0,article,https://openalex.org/W2409805718,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2732819584,Estudio bioquímico y estructural de la quinasa de proteínas CK2 del hongo Candida Albicans y su participación en la fosforilación del proteasoma 20S homólogo : Clonado de la subunidad regulatoria (beta) de la enzima,1998,Repositorio Digital Institucional de la Universidad de Buenos Aires (Universidad de Buenos Aires),,0,article,https://openalex.org/W2732819584,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W2969188485,"Models to Understand Human Genomics, Final Considerations",2019,Elsevier eBooks,https://doi.org/10.1016/b978-0-12-816573-7.00009-2,0,book-chapter,https://openalex.org/W2969188485,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W3026861105,PCN67 USING INFORMATION FROM THE MICROBIOME TO IMPROVE THE EFFICIENCY OF SELECTING THERAPEUTIC OPTIONS FOR MELANOMA: A COST-EFFECTIVENESS ANALYSIS,2020,Value in Health,https://doi.org/10.1016/j.jval.2020.04.1570,0,article,https://openalex.org/W3026861105,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W3115066136,Kurzvorträge und Poster zum Thema Schwangerschaftsabbruch,1979,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf02427513,0,article,https://openalex.org/W3115066136,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4231073181,List of Contributors,2019,Elsevier eBooks,https://doi.org/10.1016/b978-0-12-816573-7.00013-4,0,book-chapter,https://openalex.org/W4231073181,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4238803,Multiviszerale Resektionen bei lokal fortgeschrittenen kolorektalen Karzinomen — Indikation und Ergebnisse,1992,,https://doi.org/10.1007/978-3-662-07303-2_19,0,book-chapter,https://openalex.org/W4238803,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4251160137,Tumoröse Veränderungen an der Vulva bei Kindern und Jugendichen,1989,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf02417409,0,article,https://openalex.org/W4251160137,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4253629578,Die Frau über 40 mit dem Anliegen plastisch-operativer Brustkorrektur: Wieviel Verständnis findet sie dafür?,1993,Archives of Gynecology and Obstetrics,https://doi.org/10.1007/bf02266101,0,article,https://openalex.org/W4253629578,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4324116908,P136: Functional studies in ADAMTSL2-related geleophysic dysplasia provide insights into pathogenesis and potential treatment targets*,2023,Genetics in Medicine Open,https://doi.org/10.1016/j.gimo.2023.100165,0,article,https://openalex.org/W4324116908,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4403892160,"Reply to Elgoyhen et al. Comment on “De Rosa et al. Hearing Loss: Genetic Testing, Current Advances and the Situation in Latin America. Genes 2024, 15, 178”",2024,Genes,https://doi.org/10.3390/genes15111403,0,letter,https://openalex.org/W4403892160,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4407098461,Dysregulation of cell migration by matrix metalloproteinases in geleophysic dysplasia,2025,,https://doi.org/10.1101/2025.01.30.635317,0,preprint,https://openalex.org/W4407098461,[],,
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4414681466,Carboxypeptidase D deficiency causes hearing loss amenable to treatment,2025,Journal of Clinical Investigation,https://doi.org/10.1172/jci192090,0,article,https://openalex.org/W4414681466,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W4416714631,Glucocorticoid treatment rescues early lethality in a mouse model of geleophysic dysplasia,2025,Communications Biology,https://doi.org/10.1038/s42003-025-09148-8,0,article,https://openalex.org/W4416714631,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W574640637,RESISTANCE AUX INTEMPERIES DU BETON - 2E RAPPORT - RECHERCHES PORTANT SUR DES PLAQUES DE BETON EXPOSEES A L'AIR DEPUIS 30 ANNEES,1977,,,0,article,https://openalex.org/W574640637,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W594627468,"BEURTEILUNG DER BETONZUSATZMITTEL NACH DEN ""WIRKSAMKEITSPRUEFRICHTLINIEN"". RICHTLINIEN FUER DIE PRUEFUNG DER WIRKSAMKEIT VON BETONZUSATZMITTELN",1975,Beton,,0,article,https://openalex.org/W594627468,[],0.0,False
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W7117561946,Losartan shows limited benefit in preclinical models of Geleophysic dysplasia,2025,,https://doi.org/10.21203/rs.3.rs-8301608/v1,0,preprint,https://openalex.org/W7117561946,[],,
"Walz, Katherina",Katherina Walz,0000-0002-1296-5286,https://openalex.org/W7128171373,Unbalanced chromatin binding of Polycomb complexes drives neurodevelopmental disorders,2026,Molecular Cell,https://doi.org/10.1016/j.molcel.2026.01.023,0,article,https://openalex.org/W7128171373,[],0.0,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W3118040071,SOUTHTRAC-GW: An Airborne Field Campaign to Explore Gravity Wave Dynamics at the World’s Strongest Hotspot,2020,Bulletin of the American Meteorological Society,https://doi.org/10.1175/bams-d-20-0034.1,136,article,https://openalex.org/W3118040071,"[{'year': 2025, 'cited_by_count': 8}, {'year': 2024, 'cited_by_count': 13}, {'year': 2023, 'cited_by_count': 37}, {'year': 2022, 'cited_by_count': 48}, {'year': 2021, 'cited_by_count': 29}, {'year': 2020, 'cited_by_count': 1}]",13.2416,True
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2277881627,Stratospheric gravity wave momentum flux from radio occultations,2016,Journal of Geophysical Research Atmospheres,https://doi.org/10.1002/2015jd024135,65,article,https://openalex.org/W2277881627,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 6}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 4}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 9}, {'year': 2020, 'cited_by_count': 13}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 10}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 2}]",4.0134,True
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2017779329,A global analysis of wave potential energy in the lower stratosphere derived from 5 years of GPS radio occultation data with CHAMP,2006,Geophysical Research Letters,https://doi.org/10.1029/2006gl027696,87,article,https://openalex.org/W2017779329,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 4}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 3}, {'year': 2020, 'cited_by_count': 7}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 8}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 3}, {'year': 2015, 'cited_by_count': 5}, {'year': 2014, 'cited_by_count': 3}, {'year': 2013, 'cited_by_count': 4}, {'year': 2012, 'cited_by_count': 5}]",5.4594,True
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2140414759,Gravity waves above Andes detected from GPS radio occultation temperature profiles: Mountain forcing?,2005,Geophysical Research Letters,https://doi.org/10.1029/2005gl022959,56,article,https://openalex.org/W2140414759,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 7}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 3}, {'year': 2019, 'cited_by_count': 2}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 6}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 4}, {'year': 2014, 'cited_by_count': 2}, {'year': 2013, 'cited_by_count': 2}, {'year': 2012, 'cited_by_count': 2}]",1.3895,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2034453676,Global gravity wave activity in the tropopause region from CHAMP radio occultation data,2008,Geophysical Research Letters,https://doi.org/10.1029/2008gl034986,55,article,https://openalex.org/W2034453676,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 5}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 3}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 4}, {'year': 2014, 'cited_by_count': 3}, {'year': 2013, 'cited_by_count': 6}, {'year': 2012, 'cited_by_count': 1}]",2.3234,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W3082152899,"Lidar observations of large-amplitude mountain waves in the stratosphere above Tierra del Fuego, Argentina",2020,Scientific Reports,https://doi.org/10.1038/s41598-020-71443-7,54,article,https://openalex.org/W3082152899,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 10}, {'year': 2023, 'cited_by_count': 12}, {'year': 2022, 'cited_by_count': 15}, {'year': 2021, 'cited_by_count': 9}, {'year': 2020, 'cited_by_count': 4}]",4.6784,True
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W1990032256,On the determination of gravity wave momentum flux from GPS radio occultation data,2013,Atmospheric measurement techniques,https://doi.org/10.5194/amt-6-3169-2013,53,article,https://openalex.org/W1990032256,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 5}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 3}, {'year': 2019, 'cited_by_count': 6}, {'year': 2018, 'cited_by_count': 9}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 6}, {'year': 2015, 'cited_by_count': 10}]",3.4067,True
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W1964587103,Interpretation of gravity wave signatures in GPS radio occultations,2008,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2007jd009390,50,article,https://openalex.org/W1964587103,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 5}, {'year': 2023, 'cited_by_count': 10}, {'year': 2022, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 7}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 5}, {'year': 2014, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 2}, {'year': 2012, 'cited_by_count': 2}]",2.3234,False
